salary,hra,lta,invest_80C,invest_80D,home_loan_interest,rent_paid,other_income,standard_deduction,taxable_income,final_tax
1545308,87868,11488,115365,7777,34783,128144,110139,50000,1371141,223842
670602,201620,33513,51855,46727,80499,171248,54634,50000,328047,3902
1877650,160954,30940,121696,11617,199871,53660,190906,50000,1555357,279107
306635,93639,21868,111817,3463,135672,26777,67309,50000,1220,0
1651430,387246,30832,76676,13276,186555,65372,210889,50000,1179397,166319
1623713,329677,44280,24691,48628,143671,141642,210936,50000,1282261,197178
1411328,411731,26069,73810,35027,89308,102187,54616,50000,832136,78927
478584,30021,19904,141757,22566,45991,183334,175519,50000,383671,6683
2480038,317977,31791,124018,33872,177939,74215,127823,50000,1935845,393253
1377113,365973,19806,115496,2470,57138,165672,66410,50000,872251,86950
1970444,682808,35923,129108,40923,143236,73193,215777,50000,1176068,165320
335166,61465,48726,145602,14260,99793,164858,53913,50000,66684,0
1114285,156631,26576,86074,29509,191047,126109,270878,50000,898477,92195
547883,126866,6025,100084,2246,4785,51385,260272,50000,530198,18539
413052,110619,6061,4909,13740,132294,179890,273692,50000,381242,6562
1006079,198233,4240,121483,38815,174167,30564,30427,50000,458047,10402
2170024,774370,45817,109632,26526,72123,2524,189302,50000,1372491,224247
1693401,394907,14880,70166,3456,197973,167854,187050,50000,1178828,166148
2413405,150930,26944,32666,31617,189331,172263,70955,50000,2056759,429527
865416,110832,33939,51128,23861,180122,15701,177490,50000,660901,44680
1436430,298384,27329,49707,48908,54419,131438,160807,50000,1123147,149444
2162162,636116,11151,70379,45907,52613,110132,118342,50000,1436639,243491
2029810,257609,32712,58437,48842,139391,77761,63321,50000,1571563,283968
1410714,552562,26240,101275,46594,4351,65067,100010,50000,782181,68936
562916,90908,2722,133014,19016,158328,87793,186216,50000,300587,2529
290149,68581,24017,110451,43553,162837,76719,292904,50000,171647,0
598844,33917,8874,55841,3081,137250,71880,183850,50000,511478,14795
378447,136131,28484,77359,25422,123177,188454,136681,50000,131522,0
1304271,425312,17893,65673,10864,39628,51108,188646,50000,919332,96366
1862033,220483,40703,33673,21829,85723,40720,233476,50000,1724503,329850
930913,350612,35031,32017,1034,127763,93450,145001,50000,549518,22403
1664474,267221,39654,134331,4066,11356,98570,253947,50000,1491100,259830
603039,176247,2284,149832,21478,56132,188167,128343,50000,279976,1498
1611425,542472,43103,53292,1916,168834,101005,153536,50000,991549,110809
1676420,518550,15542,145288,14187,147583,18221,94912,50000,911265,94753
1300457,482669,19343,84003,43367,106010,75370,284332,50000,838082,80116
2255647,795106,36034,118414,38145,24900,173891,112092,50000,1377207,225662
1819720,724456,25849,22935,21206,72188,101775,3790,50000,958573,104214
1377787,156949,6215,87975,5465,113015,38726,139877,50000,1110474,145642
1237626,193894,18399,127738,884,155067,117592,181589,50000,910030,94506
1190335,324579,41877,73091,7403,98067,120453,129232,50000,808303,74160
2185657,670049,9143,70373,38052,96790,157619,195852,50000,1465387,252116
2232539,529361,24047,110942,26772,154463,196342,293361,50000,1678408,316022
1209820,91795,27600,43686,46889,69105,145521,267478,50000,1203422,173526
969846,334168,8346,20268,31172,26831,107026,202359,50000,718111,56122
1959813,757087,31769,22681,26045,7834,1598,36176,50000,1164110,161733
1338129,256828,48354,42427,1094,97344,49666,116817,50000,1055606,129182
1805929,232394,7564,80725,4026,162098,129016,212424,50000,1496673,261501
1159210,65796,39120,109637,12110,130503,41929,238394,50000,1068677,133103
2202026,292989,25308,50916,36419,112555,70574,272986,50000,1957440,399732
282766,83407,13133,46197,10774,176358,100092,22740,50000,0,0
2296023,847361,3044,22910,41647,29596,136204,170841,50000,1478393,256017
805710,66656,30972,15357,1368,160271,22622,20312,50000,563341,25168
2344966,571329,34219,78372,21804,165497,129706,121997,50000,1614179,296753
524349,153862,7087,61557,28044,92652,173768,207556,50000,352876,5143
729806,107086,34056,49665,3841,148536,158354,138898,50000,543631,21226
2065419,515247,19631,34022,34232,167008,130970,241808,50000,1526348,270404
1710235,513646,17759,44816,49253,107283,50593,117724,50000,1080719,136715
1708316,586297,37047,21520,21256,25317,78563,175405,50000,1216377,177413
1677197,349485,23875,21999,16022,194467,94994,260210,50000,1329308,211292
1326778,413623,20357,20391,14988,153439,42769,63007,50000,757700,64040
689358,107280,4594,84274,25412,145073,58688,272161,50000,554073,23314
987744,123039,27840,148951,14864,116875,183935,298449,50000,860303,84560
2368007,273646,47960,87500,16850,81265,123996,211055,50000,2117760,447828
561385,98582,999,120859,11541,65958,188207,109781,50000,325224,3761
2313534,144729,31205,86905,47775,105918,181131,125130,50000,2034541,422862
1183476,176393,6338,134701,2687,119457,60741,59854,50000,766429,65785
2470957,687612,18426,64369,29041,96011,118762,228470,50000,1790819,349745
2178854,603045,33812,6782,35514,163856,190354,272618,50000,1626086,300326
1059359,80239,27981,111209,17508,137989,69017,281582,50000,971976,106895
2462809,370887,4893,60877,8224,95317,186405,21840,50000,1904236,383770
2451580,611289,22072,8406,21538,144804,167120,198487,50000,1836101,363330
2469187,398757,9270,95830,11472,115542,44811,257593,50000,2064448,431834
1744139,342367,13313,128969,43382,46826,100051,221510,50000,1367417,222725
1529356,458017,26133,105317,20042,133401,22695,93201,50000,881912,88882
2040146,108624,5260,142736,49510,44463,115611,193099,50000,1843171,365451
319518,46885,34904,129562,848,108142,645,268660,50000,287644,1882
426355,42563,2927,54538,40679,101671,183995,188599,50000,328429,3921
2166334,205072,1834,145019,19931,18078,196348,183344,50000,1913411,386523
370243,142789,40522,38763,18646,189229,56687,91503,50000,62840,0
1257378,228586,29679,34522,38802,168897,56830,102871,50000,869120,86324
2097756,491883,14921,113295,40577,79426,41622,208647,50000,1546142,276342
2369844,727157,20784,45371,12821,81751,181216,263411,50000,1736938,333581
1947818,129737,13476,61910,25780,7770,52424,288017,50000,1974113,404734
2427304,326127,7384,140896,12882,5755,165017,203704,50000,2102731,443319
2351121,802324,46443,49075,44733,115043,127632,299923,50000,1636311,303393
1334309,469272,16162,121037,31348,46059,156752,28678,50000,661432,44786
291743,52669,31250,37964,42381,159719,145516,291982,50000,272241,1112
1953057,353896,4379,42438,48391,143082,29469,141094,50000,1460722,250716
420948,132562,43003,1573,7889,2684,141284,208185,50000,477427,11371
1143877,175327,3954,67136,10530,36317,150509,185304,50000,993824,111264
2367475,215399,1962,47794,23868,35907,2931,299683,50000,2296151,501345
1577148,221017,19832,124384,35108,40552,162875,248321,50000,1374239,224771
751793,139510,36335,79230,19288,15418,39887,63172,50000,547853,22070
576284,39343,47291,147214,5052,135377,156018,66533,50000,313121,3156
2080314,452547,19278,127298,12398,79655,198929,204915,50000,1582608,287282
2168837,670176,12127,39337,25152,152030,43802,189659,50000,1433927,242678
518508,119158,35778,66336,29173,173048,179532,236168,50000,352738,5136
641011,48180,3863,95840,37814,163557,47001,136955,50000,386437,6821
1727141,352427,16073,100699,32414,94695,108988,235137,50000,1348115,216934
1954627,582706,11647,88207,8928,34955,2131,205397,50000,1406874,234562
1032259,72602,46507,147876,37003,112798,29188,207554,50000,866040,85708
1918462,136108,40093,39146,25406,126107,86796,291614,50000,1873401,374520
2020403,363087,49896,33418,29845,61039,1597,191595,50000,1724504,329851
426968,50483,556,113293,27763,109667,146233,222040,50000,298357,2417
2404214,906805,20184,128472,28803,90393,47015,244129,50000,1464053,251716
985122,249699,15334,2535,35676,164364,139823,51432,50000,549613,22422
1526485,229833,4725,103486,17657,185809,111788,192026,50000,1136450,153435
756995,224579,1851,119921,13819,108010,128270,265746,50000,508262,14152
2435454,441365,10611,9078,14442,72592,34235,102964,50000,1961551,400965
2317790,223065,15819,64636,29289,160040,94712,31496,50000,1838074,363922
2322723,308994,39043,9363,43834,109855,42772,97124,50000,1936843,393552
1283224,352837,32467,71998,19919,40725,137650,100592,50000,880803,88660
815635,55590,7454,53864,8438,4727,138177,105810,50000,756279,63755
777409,113067,15506,112757,24876,168557,135377,129192,50000,452849,10142
2430945,298785,20227,92926,30010,163192,81649,280460,50000,2096718,441515
1851028,222858,6437,114174,45971,44386,157011,209376,50000,1589451,289335
537635,155358,28704,98546,2082,124495,4310,177648,50000,313505,3175
833510,282589,40977,82463,434,90621,5285,9517,50000,377896,6394
778036,233841,13159,121450,30858,103661,78961,171769,50000,423153,8657
1849417,510447,49823,61536,35285,86970,38054,196185,50000,1351186,217855
834668,309459,14303,114991,36682,199262,43291,147960,50000,286536,1826
2391483,168449,38860,29662,457,164161,128238,124559,50000,2142172,455151
1001393,108770,9330,26592,8119,98087,58780,114781,50000,833935,79287
1943481,379061,160,7421,24909,72119,177568,236956,50000,1647086,306626
1075992,194063,44321,23927,13072,84053,170736,32870,50000,788067,70113
850198,166909,16178,54547,37820,186957,163396,36054,50000,406196,7809
647891,79210,4414,113256,45747,95757,27169,168697,50000,437031,9351
750201,76765,42945,123748,7760,162414,140167,173141,50000,545599,21619
1291566,294758,19340,6948,41655,183799,39661,204166,50000,937911,100082
1294863,485338,22579,116263,46269,169028,143394,190989,50000,641532,40806
1308644,244964,16220,103356,7396,148634,56722,100159,50000,870672,86634
1137198,74115,8243,108087,10802,98767,170553,117426,50000,921095,96719
1869282,555473,43625,112397,21287,128835,113788,29829,50000,1074743,134923
2085295,316728,4705,126115,13768,29782,188087,239377,50000,1792983,350395
1320913,179357,15804,203,23284,102381,155338,119016,50000,1100507,142652
497667,81363,18128,63521,43292,150601,46908,274500,50000,401517,7575
906521,274979,16093,36470,21424,55518,47773,166991,50000,651213,42742
1137099,382732,41923,85074,16410,113296,55152,224635,50000,756144,63728
1650791,422304,31034,145380,31663,113258,46144,182545,50000,1101764,143029
1667231,271537,11902,83094,2997,163558,180138,20994,50000,1128940,151182
1781181,282615,40885,51313,41652,95258,26064,200032,50000,1501259,262877
657974,61525,37700,26175,19419,66490,12534,129913,50000,601977,32895
383248,144352,1149,41567,9981,110670,185931,187492,50000,215318,0
1401882,383202,2559,5291,8890,116887,39614,197915,50000,1038085,123925
1194131,70980,10369,8202,37333,187317,13629,185335,50000,1036002,123300
950270,267813,33835,57660,43788,13410,165859,6817,50000,558250,24150
340417,70297,48511,20023,15631,160653,197341,179286,50000,251609,80
678638,264937,18213,86706,1835,110149,180423,75240,50000,258463,423
1310560,441231,37051,86078,41915,99269,144544,41248,50000,670365,46573
1387888,152612,45299,65309,3011,97331,31800,234034,50000,1298957,202187
442458,133639,33690,3031,36102,139359,98101,219437,50000,333453,4172
774608,170373,23130,76694,21325,41172,91404,7932,50000,446105,9805
1785963,206217,46973,144896,29700,70813,170389,245190,50000,1576499,285449
2173782,640306,17934,79407,22783,60469,99626,280123,50000,1618873,298161
665105,160679,35750,118659,18694,160469,63561,279859,50000,472212,11110
1658791,100573,2044,80027,36809,170898,109913,102805,50000,1325332,210099
1553659,429284,38581,99444,48145,183482,172568,153778,50000,935662,99632
2226850,606249,28990,149889,17090,40238,190220,178631,50000,1571004,283801
2388929,239919,39865,127545,37260,184288,182440,216808,50000,2006589,414476
296250,50998,1597,61189,19788,68352,179633,232399,50000,279918,1495
1141372,291123,2321,32937,28848,42163,50994,59264,50000,757885,64077
1600850,157802,48028,67344,19099,195564,93183,57135,50000,1216203,177361
725147,252679,30648,41380,34063,188692,43971,2010,50000,190990,0
2003282,119435,26597,141227,14674,197819,95214,42048,50000,1548771,277131
2362368,203147,34085,76071,35496,10875,99941,163672,50000,2184535,467860
1126336,102088,28051,143019,23312,97455,169064,274872,50000,1013384,116515
2492433,585316,31477,52382,40564,74198,121846,89720,50000,1811169,355850
953803,254703,31657,128891,38586,4047,141653,288082,50000,797314,71962
1837893,351605,20681,62348,33242,98742,88781,290860,50000,1553496,278548
1759405,265728,17941,128097,26513,145666,10560,182753,50000,1344094,215728
984803,328196,28374,30483,41479,48501,29079,203264,50000,717781,56056
364456,26933,1069,11950,7201,92737,121032,261961,50000,438664,9433
1106841,163925,33265,103177,11770,92805,153106,292305,50000,1010733,115720
1668060,106239,104,141504,48575,83349,110450,73443,50000,1311939,206081
283783,15568,5042,4414,14021,57838,142599,253863,50000,400846,7542
284152,49352,20419,128668,49497,30530,78877,88322,50000,84845,0
694718,82107,37972,117173,5544,51272,11563,106490,50000,533083,19116
1851956,266548,44108,105009,17651,39188,8640,76076,50000,1493743,260623
398725,134502,23349,26872,9471,103844,124904,192775,50000,290159,2007
741215,79341,31627,62216,12316,131232,198821,54491,50000,492227,12111
2053500,663448,39202,77846,8483,32371,117618,152813,50000,1413366,236510
1158017,331502,39250,39675,7194,110336,189559,211951,50000,870510,86602
571898,93937,32264,121043,24127,17017,94976,188774,50000,486811,11840
935338,225692,37397,124431,47366,81260,129310,251040,50000,695025,51505
2390321,491336,4647,142582,11765,76102,84259,252700,50000,1875882,375264
304745,28931,30627,47061,3249,85924,144008,267921,50000,388127,6906
1933032,710417,7540,144621,49305,28211,103682,149224,50000,1107241,144672
888273,221505,26075,131773,2033,120296,181872,130947,50000,519687,16437
1288347,461336,49278,19455,10862,52171,84630,213238,50000,957038,103907
2010328,680172,32424,8918,25844,115871,29494,266510,50000,1428456,241036
2368219,184535,47878,68160,40356,155546,90375,273204,50000,2190703,469711
2398185,293884,23774,8141,25333,56105,183693,131010,50000,2119505,448351
295256,29774,13300,46771,32498,89837,150137,297978,50000,357653,5382
752264,256351,46026,68208,48785,180659,194796,48191,50000,242477,0
1189695,418601,32376,19493,18034,18972,15244,244465,50000,941435,100787
2433955,571468,17998,12199,24988,4909,124043,135479,50000,1923867,389660
1502390,129900,10636,20255,1204,31809,179686,271509,50000,1551366,277910
2465995,240350,32866,116263,30072,22317,175306,142101,50000,2181959,467087
729809,244297,34274,27916,32036,107986,57995,165035,50000,466882,10844
1511179,567019,36243,2170,981,57240,138317,36077,50000,906088,93717
2017413,241719,29930,18093,47119,64610,49867,62589,50000,1688390,319017
394282,21251,3257,59974,9730,150464,11325,146742,50000,252861,143
2221277,368362,12566,13140,12772,20408,142088,93098,50000,1862258,371177
2067793,125462,31412,56636,19734,176667,98428,261874,50000,1932579,392273
1602206,544415,14116,62535,31543,156049,102291,197128,50000,968907,106281
1194740,265267,31507,66844,27680,124606,52770,263289,50000,955138,103527
2152716,591246,49527,108615,40866,14225,17377,36083,50000,1433373,242512
1410038,273575,33003,141221,36392,179122,154157,277319,50000,1040049,124514
1446311,247214,4753,5162,46477,188907,75498,180442,50000,1093745,140623
2178084,278294,4163,92935,42544,63983,85518,241835,50000,1896325,381397
499737,159759,26556,146665,35287,84053,172948,1314,50000,51842,0
392157,115075,7111,110953,36633,46236,190699,98511,50000,138881,0
1650465,290902,9391,136315,8393,112915,125112,32410,50000,1093740,140622
843805,137026,40467,26796,10539,182721,136382,114333,50000,591522,30804
1975089,99613,8808,6978,9842,168621,178417,43086,50000,1691928,320078
1434895,103661,10145,72504,6794,24850,117016,281313,50000,1468543,253063
1712603,459216,9009,97840,35143,141958,156905,7940,50000,945394,101578
1525029,350928,32820,122798,15584,124585,112624,193713,50000,1087666,138800
386645,78172,43989,130751,21054,195360,71829,262532,50000,217828,0
